id,state,year,totalPop,county,ir_cusfr,ir_irtot,ic_wfrto,ic_irtot,ig_cusfr,ig_irtot,li_wfrto,aq_wgwto,aq_wswto
Merced County1990,CA,1990,26.4,Merced County,140.74,75.51,,,,,1.36,1.6,3.68
Merced County1985,CA,1985,158.64,Merced County,140.74,75.51,,,,,1.36,1.6,3.68
Modoc County2015,CA,2015,8.97,Modoc County,128.99,171.89,171.16,171.65,0.25,0.24,0.82,0.09,0.18
Modoc County2010,CA,2010,9.69,Modoc County,140.74,139.19,252.77,139.1,,0.09,0.93,0.3,5.64
Modoc County2005,CA,2005,9.52,Modoc County,140.74,140.9,,,,0,1.36,1.6,3.68
Modoc County2000,CA,2000,9.45,Modoc County,140.74,86.72,,,,,1.36,1.6,3.68
Modoc County1995,CA,1995,10.04,Modoc County,331.43,155.7,,,,,1.36,1.6,3.68
Modoc County1990,CA,1990,0.61,Modoc County,140.74,75.51,,,,,1.36,1.6,3.68
Modoc County1985,CA,1985,9.49,Modoc County,140.74,75.51,,,,,1.36,1.6,3.68
Mono County2015,CA,2015,13.91,Mono County,44.11,37.87,58.34,37.73,0.14,0.14,0.07,0,10.17
Mono County2010,CA,2010,14.2,Mono County,140.74,71.46,214.17,71.31,,0.15,0.11,0,11.94
Mono County2005,CA,2005,12.51,Mono County,140.74,26.33,,,,0,1.36,1.6,3.68
Mono County2000,CA,2000,12.85,Mono County,140.74,44.16,,,,,1.36,1.6,3.68
Mono County1995,CA,1995,10.55,Mono County,200.74,51.2,,,,,1.36,1.6,3.68
Mono County1990,CA,1990,0.2,Mono County,140.74,75.51,,,,,1.36,1.6,3.68
Mono County1985,CA,1985,9.09,Mono County,140.74,75.51,,,,,1.36,1.6,3.68
Monterey County2015,CA,2015,433.9,Monterey County,134.8,264.49,166.87,262.33,1.52,2.16,0.97,0,0
Monterey County2010,CA,2010,415.06,Monterey County,140.74,427.42,476.69,425.05,,2.37,1.03,0,0
Monterey County2005,CA,2005,412.1,Monterey County,140.74,373.1,,,,0,1.36,1.6,3.68
Monterey County2000,CA,2000,401.76,Monterey County,140.74,430.44,,,,,1.36,1.6,3.68
Monterey County1995,CA,1995,361.8,Monterey County,434.41,301.3,,,,,1.36,1.6,3.68
Monterey County1990,CA,1990,2.74,Monterey County,140.74,75.51,,,,,1.36,1.6,3.68
Monterey County1985,CA,1985,329.8,Monterey County,140.74,75.51,,,,,1.36,1.6,3.68
Napa County2015,CA,2015,142.46,Napa County,87.71,50.79,101.94,49.95,0.58,0.84,0.16,0,0.59
Napa County2010,CA,2010,136.48,Napa County,140.74,44.98,67.9,44.12,,0.86,0.13,0,0.59
Napa County2005,CA,2005,132.76,Napa County,140.74,53.46,,,,0,1.36,1.6,3.68
Napa County2000,CA,2000,124.28,Napa County,140.74,37.95,,,,,1.36,1.6,3.68
Napa County1995,CA,1995,117.8,Napa County,44.74,32.9,,,,,1.36,1.6,3.68
Napa County1990,CA,1990,0.13,Napa County,140.74,75.51,,,,,1.36,1.6,3.68
Napa County1985,CA,1985,103.42,Napa County,140.74,75.51,,,,,1.36,1.6,3.68
Nevada County2015,CA,2015,98.88,Nevada County,36.95,12.41,47.2,11.54,0.94,0.87,0.11,0,0
Nevada County2010,CA,2010,98.76,Nevada County,140.74,11.18,27.37,10.34,,0.84,0.13,0,0
Nevada County2005,CA,2005,98.39,Nevada County,140.74,17.36,,,,0,1.36,1.6,3.68
Nevada County2000,CA,2000,92.03,Nevada County,140.74,9.86,,,,,1.36,1.6,3.68
Nevada County1995,CA,1995,86.6,Nevada County,23.94,7.9,,,,,1.36,1.6,3.68
Nevada County1990,CA,1990,0.1,Nevada County,140.74,75.51,,,,,1.36,1.6,3.68
Nevada County1985,CA,1985,67.97,Nevada County,140.74,75.51,,,,,1.36,1.6,3.68
Orange County2015,CA,2015,3169.78,Orange County,9.31,12.52,2.54,7.04,7.13,5.48,0.03,0,0
Orange County2010,CA,2010,3010.23,Orange County,140.74,8.3,0,2.4,,5.9,0.04,0,0
Orange County2005,CA,2005,2988.07,Orange County,140.74,7.95,,,,0,1.36,1.6,3.68
Orange County2000,CA,2000,2846.29,Orange County,140.74,19.8,,,,,1.36,1.6,3.68
Orange County1995,CA,1995,2614.8,Orange County,34.43,14.7,,,,,1.36,1.6,3.68
Orange County1990,CA,1990,0.04,Orange County,140.74,75.51,,,,,1.36,1.6,3.68
Orange County1985,CA,1985,2122.1,Orange County,140.74,75.51,,,,,1.36,1.6,3.68
Placer County2015,CA,2015,375.39,Placer County,101.64,44.61,130.26,42.31,2.46,2.3,0.3,0,0
Placer County2010,CA,2010,348.43,Placer County,140.74,44.82,115.78,42.7,,2.12,0.41,0.02,0.01
Placer County2005,CA,2005,317.03,Placer County,140.74,24.97,,,,0,1.36,1.6,3.68
Placer County2000,CA,2000,248.4,Placer County,140.74,41.69,,,,,1.36,1.6,3.68
Placer County1995,CA,1995,203.5,Placer County,126.21,50.4,,,,,1.36,1.6,3.68
Placer County1990,CA,1990,0.78,Placer County,140.74,75.51,,,,,1.36,1.6,3.68
Placer County1985,CA,1985,137.82,Placer County,140.74,75.51,,,,,1.36,1.6,3.68
Plumas County2015,CA,2015,18.41,Plumas County,76.26,42.68,101.7,41.88,0.82,0.8,0.27,0.01,0.01
Plumas County2010,CA,2010,20.01,Plumas County,140.74,46.05,109.58,45.31,,0.74,0.21,1.28,0.33
Plumas County2005,CA,2005,21.48,Plumas County,140.74,33.93,,,,0,1.36,1.6,3.68
Plumas County2000,CA,2000,20.82,Plumas County,140.74,15.33,,,,,1.36,1.6,3.68
Plumas County1995,CA,1995,20.5,Plumas County,109.42,36.1,,,,,1.36,1.6,3.68
Plumas County1990,CA,1990,0.28,Plumas County,140.74,75.51,,,,,1.36,1.6,3.68
Plumas County1985,CA,1985,19.19,Plumas County,140.74,75.51,,,,,1.36,1.6,3.68
Riverside County2015,CA,2015,2361.03,Riverside County,569.33,222.69,712.46,205.43,22.38,17.26,4.15,17.67,0
Riverside County2010,CA,2010,2189.64,Riverside County,140.74,230.41,451.93,215.77,,14.64,4.79,17.64,48.52
Riverside County2005,CA,2005,1946.42,Riverside County,140.74,189.02,,,,0,1.36,1.6,3.68
Riverside County2000,CA,2000,1545.39,Riverside County,140.74,293.51,,,,,1.36,1.6,3.68
Riverside County1995,CA,1995,1370.3,Riverside County,910.04,236.6,,,,,1.36,1.6,3.68
Riverside County1990,CA,1990,36.27,Riverside County,140.74,75.51,,,,,1.36,1.6,3.68
Riverside County1985,CA,1985,820.21,Riverside County,140.74,75.51,,,,,1.36,1.6,3.68
Sacramento County2015,CA,2015,1501.34,Sacramento County,334.12,161.34,440.37,159.55,1.29,1.79,1.82,137.09,34.34
Sacramento County2010,CA,2010,1418.79,Sacramento County,140.74,151.3,302.76,148.25,,3.05,2.32,34.98,3.72
Sacramento County2005,CA,2005,1363.48,Sacramento County,140.74,138.57,,,,0,1.36,1.6,3.68
Sacramento County2000,CA,2000,1223.5,Sacramento County,140.74,145.32,,,,,1.36,1.6,3.68
Sacramento County1995,CA,1995,1117.7,Sacramento County,384.78,158.5,,,,,1.36,1.6,3.68
Sacramento County1990,CA,1990,1.72,Sacramento County,140.74,75.51,,,,,1.36,1.6,3.68
Sacramento County1985,CA,1985,891.71,Sacramento County,140.74,75.51,,,,,1.36,1.6,3.68
San Benito County2015,CA,2015,58.79,San Benito County,12.54,48.74,14.86,48.46,0.2,0.28,0.64,0,0
San Benito County2010,CA,2010,55.27,San Benito County,140.74,53.21,72.2,52.86,,0.35,0.66,0,0
San Benito County2005,CA,2005,55.94,San Benito County,140.74,37.56,,,,0,1.36,1.6,3.68
San Benito County2000,CA,2000,53.23,San Benito County,140.74,43.59,,,,,1.36,1.6,3.68
San Benito County1995,CA,1995,42.65,San Benito County,59.32,41.9,,,,,1.36,1.6,3.68
San Benito County1990,CA,1990,0.91,San Benito County,140.74,75.51,,,,,1.36,1.6,3.68
San Benito County1985,CA,1985,30.58,San Benito County,140.74,75.51,,,,,1.36,1.6,3.68
San Bernardino County2015,CA,2015,2128.13,San Bernardino County,26.03,21.02,27.82,17.77,4.2,3.25,6.86,0,10.38
San Bernardino County2010,CA,2010,2035.21,San Bernardino County,140.74,34.93,81.66,31.59,,3.34,9.29,5.79,6.85
San Bernardino County2005,CA,2005,1963.54,San Bernardino County,140.74,33.21,,,,0,1.36,1.6,3.68
San Bernardino County2000,CA,2000,1709.43,San Bernardino County,140.74,45.74,,,,,1.36,1.6,3.68
San Bernardino County1995,CA,1995,1581.6,San Bernardino County,153.82,44.2,,,,,1.36,1.6,3.68
San Bernardino County1990,CA,1990,31.6,San Bernardino County,140.74,75.51,,,,,1.36,1.6,3.68
San Bernardino County1985,CA,1985,1085.66,San Bernardino County,140.74,75.51,,,,,1.36,1.6,3.68
San Diego County2015,CA,2015,3299.52,San Diego County,96.13,75.22,102.27,65.74,12.21,9.48,1.06,0,0
San Diego County2010,CA,2010,3095.31,San Diego County,140.74,73.5,140.78,64.58,,8.92,1.09,0.06,0.09
San Diego County2005,CA,2005,2933.46,San Diego County,140.74,67.05,,,,0,1.36,1.6,3.68
San Diego County2000,CA,2000,2813.83,San Diego County,140.74,83.33,,,,,1.36,1.6,3.68
San Diego County1995,CA,1995,2669.2,San Diego County,322.32,83.9,,,,,1.36,1.6,3.68
San Diego County1990,CA,1990,0.72,San Diego County,140.74,75.51,,,,,1.36,1.6,3.68
San Diego County1985,CA,1985,2131.99,San Diego County,140.74,75.51,,,,,1.36,1.6,3.68
San Francisco County2015,CA,2015,864.82,San Francisco County,0.44,0.64,0,0,0.44,0.64,0,0,0
San Francisco County2010,CA,2010,805.24,San Francisco County,140.74,0.54,0,0,,0.54,0,0,0
San Francisco County2005,CA,2005,739.43,San Francisco County,140.74,0,,,,0,1.36,1.6,3.68
San Francisco County2000,CA,2000,776.73,San Francisco County,140.74,0.61,,,,,1.36,1.6,3.68
San Francisco County1995,CA,1995,751.5,San Francisco County,0,0,,,,,1.36,1.6,3.68
San Francisco County1990,CA,1990,0,San Francisco County,140.74,75.51,,,,,1.36,1.6,3.68
San Francisco County1985,CA,1985,737.3,San Francisco County,140.74,75.51,,,,,1.36,1.6,3.68
San Joaquin County2015,CA,2015,726.11,San Joaquin County,929.8,553.09,1189.01,551.73,0.95,1.36,9.49,11.89,0
San Joaquin County2010,CA,2010,685.31,San Joaquin County,140.74,740.77,1582.04,738.76,,2.01,9.75,13.44,0
San Joaquin County2005,CA,2005,664.12,San Joaquin County,140.74,489.29,,,,0,1.36,1.6,3.68
San Joaquin County2000,CA,2000,563.6,San Joaquin County,140.74,557.47,,,,,1.36,1.6,3.68
San Joaquin County1995,CA,1995,524.6,San Joaquin County,1431.54,583.3,,,,,1.36,1.6,3.68
San Joaquin County1990,CA,1990,3.87,San Joaquin County,140.74,75.51,,,,,1.36,1.6,3.68
San Joaquin County1985,CA,1985,418.06,San Joaquin County,140.74,75.51,,,,,1.36,1.6,3.68
San Luis Obispo County2015,CA,2015,281.4,San Luis Obispo County,66.51,103.66,76.75,102.26,1.69,1.4,1.01,0,0
San Luis Obispo County2010,CA,2010,269.64,San Luis Obispo County,140.74,115.66,161.76,114.3,,1.36,1.04,3.46,0
San Luis Obispo County2005,CA,2005,255.48,San Luis Obispo County,140.74,84.2,,,,0,1.36,1.6,3.68
San Luis Obispo County2000,CA,2000,246.68,San Luis Obispo County,140.74,88.95,,,,,1.36,1.6,3.68
San Luis Obispo County1995,CA,1995,228.4,San Luis Obispo County,107.66,71.4,,,,,1.36,1.6,3.68
San Luis Obispo County1990,CA,1990,0.92,San Luis Obispo County,140.74,75.51,,,,,1.36,1.6,3.68
San Luis Obispo County1985,CA,1985,188.71,San Luis Obispo County,140.74,75.51,,,,,1.36,1.6,3.68
San Mateo County2015,CA,2015,765.14,San Mateo County,17.94,5.84,22.1,4.78,0.74,1.06,0.07,0,0
San Mateo County2010,CA,2010,718.45,San Mateo County,140.74,6.26,6.24,4.68,,1.58,0.07,0,0
San Mateo County2005,CA,2005,699.61,San Mateo County,140.74,4.18,,,,0,1.36,1.6,3.68
San Mateo County2000,CA,2000,707.16,San Mateo County,140.74,4.99,,,,,1.36,1.6,3.68
San Mateo County1995,CA,1995,689.7,San Mateo County,8.19,5.5,,,,,1.36,1.6,3.68
San Mateo County1990,CA,1990,0.06,San Mateo County,140.74,75.51,,,,,1.36,1.6,3.68
San Mateo County1985,CA,1985,614.04,San Mateo County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Barbara County2015,CA,2015,444.77,Santa Barbara County,45.38,115.12,52.95,113.39,2.29,1.73,0.88,0,0
Santa Barbara County2010,CA,2010,423.9,Santa Barbara County,140.74,130.3,170.96,128.57,,1.73,0.84,0,0
Santa Barbara County2005,CA,2005,400.76,Santa Barbara County,140.74,130.75,,,,0,1.36,1.6,3.68
Santa Barbara County2000,CA,2000,399.35,Santa Barbara County,140.74,159.52,,,,,1.36,1.6,3.68
Santa Barbara County1995,CA,1995,391.4,Santa Barbara County,186.94,111,,,,,1.36,1.6,3.68
Santa Barbara County1990,CA,1990,1.3,Santa Barbara County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Barbara County1985,CA,1985,331.85,Santa Barbara County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Clara County2005,CA,2005,1699.05,Santa Clara County,140.74,15.1,,,,0,1.36,1.6,3.68
Santa Clara County1995,CA,1995,1603.3,Santa Clara County,37.24,26.3,,,,,1.36,1.6,3.68
Santa Clara County2015,CA,2015,1918.04,Santa Clara County,6.59,16.75,5.75,14.17,1.79,2.58,0.27,0.05,0
Santa Clara County2010,CA,2010,1781.64,Santa Clara County,140.74,27.36,33.51,24.17,,3.19,0.32,0.25,0.05
Santa Clara County2000,CA,2000,1682.59,Santa Clara County,140.74,21.01,,,,,1.36,1.6,3.68
Santa Clara County1990,CA,1990,0.19,Santa Clara County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Clara County1985,CA,1985,1397.97,Santa Clara County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Cruz County2005,CA,2005,249.67,Santa Cruz County,140.74,20.7,,,,0,1.36,1.6,3.68
Santa Cruz County1995,CA,1995,241.5,Santa Cruz County,30.92,22.5,,,,,1.36,1.6,3.68
Santa Cruz County2015,CA,2015,274.15,Santa Cruz County,26.49,22.71,30.9,22.23,0.34,0.48,0.12,0,0
Santa Cruz County2010,CA,2010,262.38,Santa Cruz County,140.74,19.62,32.32,18.93,,0.69,0.04,0,0
Santa Cruz County2000,CA,2000,255.6,Santa Cruz County,140.74,23.81,,,,,1.36,1.6,3.68
Santa Cruz County1990,CA,1990,0.04,Santa Cruz County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Cruz County1985,CA,1985,213.7,Santa Cruz County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Cruz County2005,CA,2005,179.9,Santa Cruz County,140.74,55.69,,,,0,1.36,1.6,3.68
Santa Cruz County1995,CA,1995,160.9,Santa Cruz County,144.32,52.6,,,,,1.36,1.6,3.68
Santa Cruz County2015,CA,2015,179.53,Santa Cruz County,120.66,61.01,160.51,60.5,0.35,0.51,0.62,0,31.05
Santa Cruz County2010,CA,2010,177.22,Santa Cruz County,140.74,67.48,142.56,66.81,,0.67,0.66,20.27,6.76
Santa Cruz County2000,CA,2000,163.26,Santa Cruz County,140.74,94.54,,,,,1.36,1.6,3.68
Santa Cruz County1990,CA,1990,0.63,Santa Cruz County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Cruz County1985,CA,1985,130.64,Santa Cruz County,140.74,75.51,,,,,1.36,1.6,3.68
Sierra County2005,CA,2005,3.43,Sierra County,140.74,18,,,,0,1.36,1.6,3.68
Sierra County1995,CA,1995,3.39,Sierra County,35.78,11.8,,,,,1.36,1.6,3.68
Sierra County2015,CA,2015,2.97,Sierra County,17.37,19.25,23.36,19.25,0,0,0.15,0,0
Sierra County2010,CA,2010,3.24,Sierra County,140.74,15.16,37.79,15.16,,0,0.05,0,0
Sierra County2000,CA,2000,3.56,Sierra County,140.74,13,,,,,1.36,1.6,3.68
Sierra County1990,CA,1990,0.11,Sierra County,140.74,75.51,,,,,1.36,1.6,3.68
Sierra County1985,CA,1985,3.39,Sierra County,140.74,75.51,,,,,1.36,1.6,3.68
Siskiyou County2005,CA,2005,45.26,Siskiyou County,140.74,156.58,,,,0,1.36,1.6,3.68
Siskiyou County1995,CA,1995,44.65,Siskiyou County,272.13,155,,,,,1.36,1.6,3.68
Siskiyou County2015,CA,2015,43.55,Siskiyou County,153.21,178.21,201.17,177.86,0.24,0.35,0.9,0,18.95
Siskiyou County2010,CA,2010,44.9,Siskiyou County,140.74,189.62,387.62,189.15,,0.47,0.95,0,11.45
Siskiyou County2000,CA,2000,44.3,Siskiyou County,140.74,187.52,,,,,1.36,1.6,3.68
Siskiyou County1990,CA,1990,1.6,Siskiyou County,140.74,75.51,,,,,1.36,1.6,3.68
Siskiyou County1985,CA,1985,42.86,Siskiyou County,140.74,75.51,,,,,1.36,1.6,3.68
Solano County2005,CA,2005,411.59,Solano County,140.74,128.37,,,,0,1.36,1.6,3.68
Solano County1995,CA,1995,370.5,Solano County,369.82,159.6,,,,,1.36,1.6,3.68
Solano County2015,CA,2015,436.09,Solano County,287.57,172.99,394.73,172.13,0.6,0.86,1.14,0,0
Solano County2010,CA,2010,413.34,Solano County,140.74,185.32,380.36,184.23,,1.09,0.97,0,0
Solano County2000,CA,2000,394.54,Solano County,140.74,155.5,,,,,1.36,1.6,3.68
Solano County1990,CA,1990,0.88,Solano County,140.74,75.51,,,,,1.36,1.6,3.68
Solano County1985,CA,1985,275.2,Solano County,140.74,75.51,,,,,1.36,1.6,3.68
Sonoma County2005,CA,2005,466.48,Sonoma County,140.74,73.73,,,,0,1.36,1.6,3.68
Sonoma County1995,CA,1995,419.5,Sonoma County,56.93,45.8,,,,,1.36,1.6,3.68
Sonoma County2015,CA,2015,502.15,Sonoma County,175.58,93.55,208.95,92.02,1.06,1.53,3.87,0,17.44
Sonoma County2010,CA,2010,483.88,Sonoma County,140.74,93.1,146.85,90.99,,2.11,3.21,0,6.18
Sonoma County2000,CA,2000,458.61,Sonoma County,140.74,59.43,,,,,1.36,1.6,3.68
Sonoma County1990,CA,1990,0.63,Sonoma County,140.74,75.51,,,,,1.36,1.6,3.68
Sonoma County1985,CA,1985,334.32,Sonoma County,140.74,75.51,,,,,1.36,1.6,3.68
Stanislaus County2005,CA,2005,505.51,Stanislaus County,140.74,403.35,,,,0,1.36,1.6,3.68
Stanislaus County1995,CA,1995,413.8,Stanislaus County,1041.39,420.1,,,,,1.36,1.6,3.68
Stanislaus County2015,CA,2015,538.39,Stanislaus County,809.88,392.5,1033.54,391.82,0.47,0.68,16.64,0.16,0.16
Stanislaus County2010,CA,2010,514.45,Stanislaus County,140.74,659.31,1498.66,658.38,,0.93,17.64,0.59,0.79
Stanislaus County2000,CA,2000,447,Stanislaus County,140.74,454.72,,,,,1.36,1.6,3.68
Stanislaus County1990,CA,1990,76.42,Stanislaus County,140.74,75.51,,,,,1.36,1.6,3.68
Stanislaus County1985,CA,1985,305.6,Stanislaus County,140.74,75.51,,,,,1.36,1.6,3.68
Sutter County2005,CA,2005,88.88,Sutter County,140.74,241.1,,,,0,1.36,1.6,3.68
Sutter County1995,CA,1995,73.8,Sutter County,843.99,302.7,,,,,1.36,1.6,3.68
Sutter County2015,CA,2015,96.46,Sutter County,483.16,267.22,635.98,267.1,0.08,0.12,0.13,0,0
Sutter County2010,CA,2010,94.74,Sutter County,140.74,248.06,693.85,247.81,,0.25,0.17,0.05,0
Sutter County2000,CA,2000,78.93,Sutter County,140.74,264.16,,,,,1.36,1.6,3.68
Sutter County1990,CA,1990,0.59,Sutter County,140.74,75.51,,,,,1.36,1.6,3.68
Sutter County1985,CA,1985,58.27,Sutter County,140.74,75.51,,,,,1.36,1.6,3.68
Tehama County2005,CA,2005,61.2,Tehama County,140.74,103.28,,,,0,1.36,1.6,3.68
Tehama County1995,CA,1995,54.2,Tehama County,293.16,99.8,,,,,1.36,1.6,3.68
Tehama County2015,CA,2015,63.31,Tehama County,208.91,95.78,269.15,95.58,0.14,0.2,1.31,0.33,258.09
Tehama County2010,CA,2010,63.46,Tehama County,140.74,86.6,219.4,86.45,,0.15,1.14,0.83,590
Tehama County2000,CA,2000,56.04,Tehama County,140.74,104.84,,,,,1.36,1.6,3.68
Tehama County1990,CA,1990,1.17,Tehama County,140.74,75.51,,,,,1.36,1.6,3.68
Tehama County1985,CA,1985,44.27,Tehama County,140.74,75.51,,,,,1.36,1.6,3.68
Trinity County2005,CA,2005,13.62,Trinity County,140.74,1.5,,,,0,1.36,1.6,3.68
Trinity County1995,CA,1995,13.4,Trinity County,2.68,1.3,,,,,1.36,1.6,3.68
Trinity County2015,CA,2015,13.07,Trinity County,8.21,2.98,10.69,2.94,0.02,0.04,0.08,0,9.62
Trinity County2010,CA,2010,13.79,Trinity County,140.74,2.44,4.43,2.39,,0.05,0.06,0,15.13
Trinity County2000,CA,2000,13.02,Trinity County,140.74,10.41,,,,,1.36,1.6,3.68
Trinity County1990,CA,1990,0.06,Trinity County,140.74,75.51,,,,,1.36,1.6,3.68
Trinity County1985,CA,1985,13.39,Trinity County,140.74,75.51,,,,,1.36,1.6,3.68
Tulare County2005,CA,2005,410.87,Tulare County,140.74,771.7,,,,0,1.36,1.6,3.68
Tulare County1995,CA,1995,349.8,Tulare County,1596.56,749.7,,,,,1.36,1.6,3.68
Tulare County2015,CA,2015,459.86,Tulare County,1086.51,685.09,1394.94,684.3,0.78,0.79,41.47,0.02,0
Tulare County2010,CA,2010,442.18,Tulare County,140.74,974.67,2456.95,973.81,,0.86,40.44,0,0
Tulare County2000,CA,2000,368.02,Tulare County,140.74,809.8,,,,,1.36,1.6,3.68
Tulare County1990,CA,1990,5.14,Tulare County,140.74,75.51,,,,,1.36,1.6,3.68
Tulare County1985,CA,1985,280.96,Tulare County,140.74,75.51,,,,,1.36,1.6,3.68
Tuolumne County2005,CA,2005,59.38,Tuolumne County,140.74,1.12,,,,0,1.36,1.6,3.68
Tuolumne County1995,CA,1995,51.5,Tuolumne County,10.57,3,,,,,1.36,1.6,3.68
Tuolumne County2015,CA,2015,53.71,Tuolumne County,2.31,1.7,2.78,1.42,0.29,0.28,0.17,0,16.2
Tuolumne County2010,CA,2010,55.37,Tuolumne County,140.74,2.39,4.45,2,,0.39,0.34,0,11.41
Tuolumne County2000,CA,2000,54.5,Tuolumne County,140.74,1.66,,,,,1.36,1.6,3.68
Tuolumne County1990,CA,1990,0.25,Tuolumne County,140.74,75.51,,,,,1.36,1.6,3.68
Tuolumne County1985,CA,1985,40.47,Tuolumne County,140.74,75.51,,,,,1.36,1.6,3.68
Ventura County2005,CA,2005,796.11,Ventura County,140.74,111.83,,,,0,1.36,1.6,3.68
Ventura County1995,CA,1995,712.7,Ventura County,168.53,115.6,,,,,1.36,1.6,3.68
Ventura County2015,CA,2015,850.54,Ventura County,70.08,111.4,79.97,108.36,3.92,3.04,0.14,13.04,0
Ventura County2010,CA,2010,823.32,Ventura County,140.74,110.1,216.89,107.44,,2.66,0.18,14.11,0
Ventura County2000,CA,2000,753.2,Ventura County,140.74,130.8,,,,,1.36,1.6,3.68
Ventura County1990,CA,1990,0.27,Ventura County,140.74,75.51,,,,,1.36,1.6,3.68
Ventura County1985,CA,1985,599.77,Ventura County,140.74,75.51,,,,,1.36,1.6,3.68
Yolo County2005,CA,2005,184.93,Yolo County,140.74,255.34,,,,0,1.36,1.6,3.68
Yolo County1995,CA,1995,150.8,Yolo County,809.55,328.1,,,,,1.36,1.6,3.68
Yolo County2015,CA,2015,213.02,Yolo County,431.76,294.83,571.24,294.35,0.34,0.48,0.48,0,0
Yolo County2010,CA,2010,200.85,Yolo County,140.74,346.74,736.72,346.2,,0.54,0.54,0.01,0
Yolo County2000,CA,2000,168.66,Yolo County,140.74,308.27,,,,,1.36,1.6,3.68
Yolo County1990,CA,1990,0.24,Yolo County,140.74,75.51,,,,,1.36,1.6,3.68
Yolo County1985,CA,1985,124.35,Yolo County,140.74,75.51,,,,,1.36,1.6,3.68
Yuba County2005,CA,2005,67.15,Yuba County,140.74,77.75,,,,0,1.36,1.6,3.68
Yuba County1995,CA,1995,62.3,Yuba County,306.07,85.6,,,,,1.36,1.6,3.68
Yuba County2015,CA,2015,74.49,Yuba County,240.52,87.68,314.19,87.39,0.33,0.29,0.38,0,0
Yuba County2010,CA,2010,72.16,Yuba County,140.74,76.44,240.07,76.14,,0.3,0.41,0.01,0
Yuba County2000,CA,2000,60.22,Yuba County,140.74,89.25,,,,,1.36,1.6,3.68
Yuba County1990,CA,1990,0.13,Yuba County,140.74,75.51,,,,,1.36,1.6,3.68
Yuba County1985,CA,1985,53.97,Yuba County,140.74,75.51,,,,,1.36,1.6,3.68
Adams County2015,CO,2015,491.34,Adams County,9.36,19.28,85.51,18.23,1.38,1.05,0.09,0,0
Adams County2010,CO,2010,441.6,Adams County,140.74,30.59,143.74,29.58,,1.01,0.26,0,0
Adams County2005,CO,2005,399.43,Adams County,140.74,29.85,120.17,28.83,,1.02,1.36,1.6,3.68
Adams County2000,CO,2000,363.86,Adams County,140.74,27.57,,,,,1.36,1.6,3.68
Adams County1995,CO,1995,303.3,Adams County,40.65,30.41,,,,,1.36,1.6,3.68
Adams County1990,CO,1990,0.55,Adams County,140.74,75.51,,,,,1.36,1.6,3.68
Adams County1985,CO,1985,276.47,Adams County,140.74,75.51,,,,,1.36,1.6,3.68
Alamosa County2015,CO,2015,16.5,Alamosa County,61.92,107.66,136.45,107.58,0.07,0.08,0.15,1.03,0
Alamosa County2010,CO,2010,15.45,Alamosa County,140.74,117.51,149.31,117.43,,0.08,0.15,0.26,0
Alamosa County2005,CO,2005,15.28,Alamosa County,140.74,112.57,267.68,112.49,,0.08,1.36,1.6,3.68
Alamosa County2000,CO,2000,14.97,Alamosa County,140.74,109.27,,,,,1.36,1.6,3.68
Alamosa County1995,CO,1995,14.22,Alamosa County,170.36,106.67,,,,,1.36,1.6,3.68
Alamosa County1990,CO,1990,0.2,Alamosa County,140.74,75.51,,,,,1.36,1.6,3.68
Alamosa County1985,CO,1985,12.5,Alamosa County,140.74,75.51,,,,,1.36,1.6,3.68
Arapahoe County2015,CO,2015,631.1,Arapahoe County,2.36,4.08,1.39,1.62,2.01,2.46,0.13,0,0.65
Arapahoe County2010,CO,2010,572,Arapahoe County,140.74,5.06,14.07,2.16,,2.9,0.11,0,0.02
Arapahoe County2005,CO,2005,529.09,Arapahoe County,140.74,3.99,5.23,1.75,,2.24,1.36,1.6,3.68
Arapahoe County2000,CO,2000,487.97,Arapahoe County,140.74,3.36,,,,,1.36,1.6,3.68
Arapahoe County1995,CO,1995,449.1,Arapahoe County,3.63,3.18,,,,,1.36,1.6,3.68
Arapahoe County1990,CO,1990,0.17,Arapahoe County,140.74,75.51,,,,,1.36,1.6,3.68
Arapahoe County1985,CO,1985,371.59,Arapahoe County,140.74,75.51,,,,,1.36,1.6,3.68
Archuleta County2015,CO,2015,12.35,Archuleta County,24.22,20.77,41.79,20.62,0.11,0.15,0.19,0,0
Archuleta County2010,CO,2010,12.08,Archuleta County,140.74,21.82,55.85,21.65,,0.17,0.09,0,0
Archuleta County2005,CO,2005,11.89,Archuleta County,140.74,16.49,69.83,16.34,,0.15,1.36,1.6,3.68
Archuleta County2000,CO,2000,9.9,Archuleta County,140.74,16.95,,,,,1.36,1.6,3.68
Archuleta County1995,CO,1995,7.1,Archuleta County,16.37,20.45,,,,,1.36,1.6,3.68
Archuleta County1990,CO,1990,4.2,Archuleta County,140.74,75.51,,,,,1.36,1.6,3.68
